timestamp_et,elapsed_hours,profile_views,connection_requests,inbound_dms,post_reactions,post_comments,post_reposts,link_clicks,qualified_leads,notes
2026-02-26 10:00,0,0,0,0,0,0,0,0,0,post published
2026-02-26 16:00,6,0,0,0,0,0,0,0,0,
2026-02-26 22:00,12,0,0,0,0,0,0,0,0,
2026-02-27 10:00,24,0,0,0,0,0,0,0,0,
2026-02-27 22:00,36,0,0,0,0,0,0,0,0,
2026-02-28 10:00,48,0,0,0,0,0,0,0,0,
2026-03-01 10:00,72,0,0,0,0,0,0,0,0,72h summary
